cord_uid,display_name,title,license,publish_time,journal,relevance_score,works_count,cited_by_count,last_known_institution,research_field,institution_name,institution_relevance_score,country_code,type,institution_cited_by_count,institution_main_research_field
3gwm1c2f,Jonathan H Lin,Regulated Ire1-dependent decay of messenger RNAs in mammalian cells,cc-by-nc-sa,2009-08-10,J Cell Biol,2206.1956,154,4930,Stanford Medicine,Biology,Stanford Medicine,20843.854,US,healthcare,149972,Medicine
3gwm1c2f,Jonathan S Weissman,Regulated Ire1-dependent decay of messenger RNAs in mammalian cells,cc-by-nc-sa,2009-08-10,J Cell Biol,9476.26,408,56502,Massachusetts Institute of Technology,Biology,Massachusetts Institute of Technology,250739.17,US,education,32995537,Physics
ajz4ef44,Ashesh Nandy,Empirical Relationship between Intra-Purine and Intra-Pyrimidine Differences in Conserved Gene Sequences,cc-by,2009-08-28,PLoS One,1311.5519,75,608,Centre for Interdisciplinary Research and Education,Biology,Centre for Interdisciplinary Research and Education,3285.303,IN,education,3274,Biology
utmt5sva,Timothy H Rainer,Willingness of Hong Kong healthcare workers to accept pre-pandemic influenza vaccination at different WHO alert levels: two questionnaire surveys,cc-by-nc,2009-08-25,BMJ,3222.7651,346,7490,Cardiff and Vale University Health Board,Medicine,Cardiff and Vale University Health Board,18100.438,GB,healthcare,60288,Medicine
xjspi65a,Armin Baiker,Evolutionarily Conserved Herpesviral Protein Interaction Networks,cc-by,2009-09-04,PLoS Pathog,2343.2966,46,2060,Health and Safety Authority,Biology,Health and Safety Authority,12107.218,IE,healthcare,51846,Biology
xjspi65a,Thorsten Stellberger,Evolutionarily Conserved Herpesviral Protein Interaction Networks,cc-by,2009-09-04,PLoS Pathog,1573.1165,22,774,Health and Safety Authority,Biology,Health and Safety Authority,12107.218,IE,healthcare,51846,Biology
xjspi65a,Tina Schmidt,Evolutionarily Conserved Herpesviral Protein Interaction Networks,cc-by,2009-09-04,PLoS Pathog,1052.2219,48,865,Saarland University,Medicine,Saarland University,69675.695,DE,education,2589442,Biology
xjspi65a,Susanne M Bailer,Evolutionarily Conserved Herpesviral Protein Interaction Networks,cc-by,2009-09-04,PLoS Pathog,1265.672,30,765,Fraunhofer Institute for Interfacial Engineering and Biotechnology,Genetics,Fraunhofer Institute for Interfacial Engineering and Biotechnology,20670.127,DE,facility,69209,Chemistry
xjspi65a,Peter Uetz,Evolutionarily Conserved Herpesviral Protein Interaction Networks,cc-by,2009-09-04,PLoS Pathog,4359.219,151,10469,Virginia Commonwealth University,Biology,Virginia Commonwealth University,106517.76,US,education,3770042,Medicine
wup6tig0,Yoon Hee Shim,Insertion/Deletion Polymorphism of Angiotensin Converting Enzyme Gene in Kawasaki Disease,cc-by-nc,2006-04-20,J Korean Med Sci,630.52924,12,198,Ewha Womans University,Medicine,Ewha Womans University,85554.39,KR,education,1294524,Biology
wup6tig0,Hae Soon Kim,Insertion/Deletion Polymorphism of Angiotensin Converting Enzyme Gene in Kawasaki Disease,cc-by-nc,2006-04-20,J Korean Med Sci,1423.2765,125,1129,Ewha Womans University,Medicine,Ewha Womans University,85554.39,KR,education,1294524,Biology
wup6tig0,Sejung Sohn,Insertion/Deletion Polymorphism of Angiotensin Converting Enzyme Gene in Kawasaki Disease,cc-by-nc,2006-04-20,J Korean Med Sci,1003.94806,11,386,Ewha Womans University,Medicine,Ewha Womans University,85554.39,KR,education,1294524,Biology
wup6tig0,Young Mi Hong,Insertion/Deletion Polymorphism of Angiotensin Converting Enzyme Gene in Kawasaki Disease,cc-by-nc,2006-04-20,J Korean Med Sci,1590.8046,212,1846,Ewha Womans University,Medicine,Ewha Womans University,85554.39,KR,education,1294524,Biology
3zh8jmc2,Grégory Caignard,Differential Regulation of Type I Interferon and Epidermal Growth Factor Pathways by a Human Respirovirus Virulence Factor,cc-by,2009-09-18,PLoS Pathog,1138.1985,20,503,Institut de Virologie,Biology,Institut de Virologie,17062.688,FR,facility,86871,Biology
3zh8jmc2,Flore Rozenberg,Differential Regulation of Type I Interferon and Epidermal Growth Factor Pathways by a Human Respirovirus Virulence Factor,cc-by,2009-09-18,PLoS Pathog,4927.411,207,9752,Department of Virology,Medicine,Department of Virology,25240.893,FR,facility,270203,Biology
3zh8jmc2,François Freymuth,Differential Regulation of Type I Interferon and Epidermal Growth Factor Pathways by a Human Respirovirus Virulence Factor,cc-by,2009-09-18,PLoS Pathog,2863.371,139,3885,Centre Hospitalier Universitaire de Caen,Medicine,Centre Hospitalier Universitaire de Caen,26839.084,FR,healthcare,116867,Medicine
3b8b8p61,Sarah M McWhirter,A host type I interferon response is induced by cytosolic sensing of the bacterial second messenger cyclic-di-GMP,cc-by-nc-sa,2009-08-31,J Exp Med,2485.1829,26,3598,Aduro BioTech,Genetics,Aduro BioTech,11969.909,US,company,31774,Biology
mszzo4o4,Chris S Rae,Listeriolysin O Is Necessary and Sufficient to Induce Autophagy during Listeria monocytogenes Infection,cc-by,2010-01-06,PLoS One,1597.6426,23,1767,Aduro BioTech,Genetics,Aduro BioTech,11969.909,US,company,31774,Biology
3b8b8p61,Kathryn M Monroe,A host type I interferon response is induced by cytosolic sensing of the bacterial second messenger cyclic-di-GMP,cc-by-nc-sa,2009-08-31,J Exp Med,2258.71,13,3153,Gladstone Institutes,Genetics,Gladstone Institutes,61542.21,US,nonprofit,886709,Biology
nj23h32n,Krystal A Fontaine,Structural Optimization and De Novo Design of Dengue Virus Entry Inhibitory Peptides,cc0,2010-06-22,PLoS Negl Trop Dis,1097.4745,14,624,Gladstone Institutes,Genetics,Gladstone Institutes,61542.21,US,nonprofit,886709,Biology
3b8b8p61,Mamoru Hyodo,A host type I interferon response is induced by cytosolic sensing of the bacterial second messenger cyclic-di-GMP,cc-by-nc-sa,2009-08-31,J Exp Med,2660.9404,47,3108,Aichi Institute of Technology,Biochemistry,Aichi Institute of Technology,12121.727,JP,education,74184,Physics
3b8b8p61,Zhijian J Chen,A host type I interferon response is induced by cytosolic sensing of the bacterial second messenger cyclic-di-GMP,cc-by-nc-sa,2009-08-31,J Exp Med,6238.019,223,30795,The University of Texas Southwestern Medical Center,Biology,The University of Texas Southwestern Medical Center,207911.42,US,healthcare,11080437,Medicine
3b8b8p61,Yoshihiro Hayakawa,A host type I interferon response is induced by cytosolic sensing of the bacterial second messenger cyclic-di-GMP,cc-by-nc-sa,2009-08-31,J Exp Med,4455.561,170,11131,University of Toyama,Biology,University of Toyama,36965.246,JP,education,860031,Biology
0p8lk12m,Patrick C Fraering,Gene Expression Profiling in Cells with Enhanced γ-Secretase Activity,cc-by,2009-09-18,PLoS One,1966.1859,56,1615,MIND Institute,Biology,MIND Institute,19807.59,US,,248363,Psychology
l0uya9dh,Philippe Lemey,Bayesian Phylogeography Finds Its Roots,cc-by,2009-09-25,PLoS Comput Biol,6175.8057,444,17445,Rega Institute for Medical Research,Biology,Rega Institute for Medical Research,53635.33,BE,facility,848897,Biology
vcgokgsg,Philippe Lemey,"New Insights into Flavivirus Evolution, Taxonomy and Biogeographic History, Extended by Analysis of Canonical and Alternative Coding Sequences",cc-by,2015-02-26,PLoS One,6175.8057,444,17445,Rega Institute for Medical Research,Biology,Rega Institute for Medical Research,53635.33,BE,facility,848897,Biology
l0uya9dh,Alexei J Drummond,Bayesian Phylogeography Finds Its Roots,cc-by,2009-09-25,PLoS Comput Biol,7878.851,187,32928,University of Auckland,Biology,University of Auckland,85679.445,NZ,education,4422657,Biology
rlbodumk,S Bikmal,The Model Repository of the Models of Infectious Disease Agent Study,cc-by,2008-07-10,IEEE Trans Inf Technol Biomed,95.95765,1,5,RTI International,Relational database,RTI International,44640.758,US,nonprofit,785520,Medicine
rlbodumk,L Ganapathi,The Model Repository of the Models of Infectious Disease Agent Study,cc-by,2008-07-10,IEEE Trans Inf Technol Biomed,632.2959,23,323,Indian Institute of Science Bangalore,Materials science,Indian Institute of Science Bangalore,92712.46,IN,education,2478589,Physics
sw4wtxdk,Panigrahi R Rashmi,NSs Encoded by Groundnut Bud Necrosis Virus Is a Bifunctional Enzyme,cc-by,2010-03-18,PLoS One,286.0779,2,39,Indian Institute of Science Bangalore,Genetics,Indian Institute of Science Bangalore,92712.46,IN,education,2478589,Physics
sw4wtxdk,Bhat S Amruta,NSs Encoded by Groundnut Bud Necrosis Virus Is a Bifunctional Enzyme,cc-by,2010-03-18,PLoS One,287.66254,2,39,Indian Institute of Science Bangalore,Genetics,Indian Institute of Science Bangalore,92712.46,IN,education,2478589,Physics
sw4wtxdk,Mathur R N Murthy,NSs Encoded by Groundnut Bud Necrosis Virus Is a Bifunctional Enzyme,cc-by,2010-03-18,PLoS One,2151.1074,182,2366,Indian Institute of Science Bangalore,Biology,Indian Institute of Science Bangalore,92712.46,IN,education,2478589,Physics
sw4wtxdk,Handanahal S Savithri,NSs Encoded by Groundnut Bud Necrosis Virus Is a Bifunctional Enzyme,cc-by,2010-03-18,PLoS One,2592.7847,247,1869,Indian Institute of Science Bangalore,Biology,Indian Institute of Science Bangalore,92712.46,IN,education,2478589,Physics
rlbodumk,E Solano,The Model Repository of the Models of Infectious Disease Agent Study,cc-by,2008-07-10,IEEE Trans Inf Technol Biomed,2329.5867,3,5860,Max Planck Society,Astronomy,Max Planck Society,239764.88,DE,nonprofit,18336317,Physics
dg10rf2f,Bing Li,Escape from Autologous Neutralizing Antibodies in Acute/Early Subtype C HIV-1 Infection Requires Multiple Pathways,cc0,2009-09-18,PLoS Pathog,3514.7812,477,17627,Hebei Normal University,Physics,Hebei Normal University,27579.896,CN,education,269081,Physics
dg10rf2f,Rebecca M Lynch,Escape from Autologous Neutralizing Antibodies in Acute/Early Subtype C HIV-1 Infection Requires Multiple Pathways,cc0,2009-09-18,PLoS Pathog,2005.3568,71,2977,George Washington University,Medicine,George Washington University,88079.38,US,education,2772425,Medicine
dg10rf2f,Megan K Murphy,Escape from Autologous Neutralizing Antibodies in Acute/Early Subtype C HIV-1 Infection Requires Multiple Pathways,cc0,2009-09-18,PLoS Pathog,662.1884,13,303,Yerkes National Primate Research Center,Medicine,Yerkes National Primate Research Center,57059.902,US,,545383,Biology
dg10rf2f,Eric Hunter,Escape from Autologous Neutralizing Antibodies in Acute/Early Subtype C HIV-1 Infection Requires Multiple Pathways,cc0,2009-09-18,PLoS Pathog,3932.1838,528,13683,Yerkes National Primate Research Center,Medicine,Yerkes National Primate Research Center,57059.902,US,,545383,Biology
dg10rf2f,Joseph Mulenga,Escape from Autologous Neutralizing Antibodies in Acute/Early Subtype C HIV-1 Infection Requires Multiple Pathways,cc0,2009-09-18,PLoS Pathog,2402.439,67,3422,Rwanda Zambia HIV Research Group,Medicine,Rwanda Zambia HIV Research Group,10438.253,RW,nonprofit,14994,Medicine
cijyfa4j,Yufeng Tong,Crystal Structure of the N-Acetylmannosamine Kinase Domain of GNE,cc-by,2009-10-20,PLoS One,1587.3636,66,1704,University of Windsor,Biology,University of Windsor,38866.574,CA,education,781510,Computer science
cijyfa4j,Wolfram Tempel,Crystal Structure of the N-Acetylmannosamine Kinase Domain of GNE,cc-by,2009-10-20,PLoS One,3668.866,212,5869,Structural Genomics Consortium,Chemistry,Structural Genomics Consortium,36322.03,CA,nonprofit,273339,Biology
cijyfa4j,Farrell MacKenzie,Crystal Structure of the N-Acetylmannosamine Kinase Domain of GNE,cc-by,2009-10-20,PLoS One,1719.4053,76,1765,Structural Genomics Consortium,Chemistry,Structural Genomics Consortium,36322.03,CA,nonprofit,273339,Biology
cijyfa4j,Hee-Won Park,Crystal Structure of the N-Acetylmannosamine Kinase Domain of GNE,cc-by,2009-10-20,PLoS One,1825.2137,34,2159,Structural Genomics Consortium,Biology,Structural Genomics Consortium,36322.03,CA,nonprofit,273339,Biology
out6zg61,Luis A Ruedas,Increased Host Species Diversity and Decreased Prevalence of Sin Nombre Virus,no-cc,2009-07-16,Emerg Infect Dis,1358.6865,59,1006,Portland State University,Biology,Portland State University,39966.973,US,education,729040,Computer science
n4duwd0x,Pariwat Poolperm,"Chinese-like Strain of Porcine Epidemic Diarrhea Virus, Thailand",no-cc,2009-07-16,Emerg Infect Dis,1088.9819,15,268,Kasetsart University,Medicine,Kasetsart University,30596.764,TH,education,410030,Biology
n4duwd0x,Preeda Lertwatcharasarakul,"Chinese-like Strain of Porcine Epidemic Diarrhea Virus, Thailand",no-cc,2009-07-16,Emerg Infect Dis,1082.8777,40,272,Kasetsart University,Biology,Kasetsart University,30596.764,TH,education,410030,Biology
n4duwd0x,Alongkot Boonsoongnern,"Chinese-like Strain of Porcine Epidemic Diarrhea Virus, Thailand",no-cc,2009-07-16,Emerg Infect Dis,1220.8108,23,320,Kasetsart University,Biology,Kasetsart University,30596.764,TH,education,410030,Biology
n4duwd0x,Kitcha Urairong,"Chinese-like Strain of Porcine Epidemic Diarrhea Virus, Thailand",no-cc,2009-07-16,Emerg Infect Dis,1364.3914,9,381,Kasetsart University,Genetics,Kasetsart University,30596.764,TH,education,410030,Biology
n4duwd0x,Pravina Kitikoon,"Chinese-like Strain of Porcine Epidemic Diarrhea Virus, Thailand",no-cc,2009-07-16,Emerg Infect Dis,1810.0398,36,851,National Animal Disease Center,Genetics,National Animal Disease Center,26661.652,US,facility,230873,Biology
xsjdy3yz,Huixia Yang,"Optimism/pessimism and health-related quality of life during pregnancy across three continents: a matched cohort study in China, Ghana, and the United States",cc-by,2009-09-01,BMC Pregnancy Childbirth,2998.6863,354,6598,Peking University First Hospital,Medicine,Peking University First Hospital,40364.676,CN,healthcare,494126,Medicine
tloaa3v1,Huixia Yang,Is Generalized Maternal Optimism or Pessimism During Pregnancy Associated with Unplanned Cesarean Section Deliveries in China?,cc-by,2011-01-05,J Pregnancy,2998.6863,354,6598,Peking University First Hospital,Medicine,Peking University First Hospital,40364.676,CN,healthcare,494126,Medicine
tloaa3v1,Yumei Wei,Is Generalized Maternal Optimism or Pessimism During Pregnancy Associated with Unplanned Cesarean Section Deliveries in China?,cc-by,2011-01-05,J Pregnancy,1151.1667,72,1053,Peking University First Hospital,Genetics,Peking University First Hospital,40364.676,CN,healthcare,494126,Medicine
xsjdy3yz,Yao Kwawukume,"Optimism/pessimism and health-related quality of life during pregnancy across three continents: a matched cohort study in China, Ghana, and the United States",cc-by,2009-09-01,BMC Pregnancy Childbirth,236.02997,2,26,University of Ghana,Genetics,University of Ghana,20327.094,GH,education,278758,Biology
xsjdy3yz,Richard Adanu,"Optimism/pessimism and health-related quality of life during pregnancy across three continents: a matched cohort study in China, Ghana, and the United States",cc-by,2009-09-01,BMC Pregnancy Childbirth,2148.9175,210,2476,University of Ghana,Medicine,University of Ghana,20327.094,GH,education,278758,Biology
xsjdy3yz,Anu Gupta,"Optimism/pessimism and health-related quality of life during pregnancy across three continents: a matched cohort study in China, Ghana, and the United States",cc-by,2009-09-01,BMC Pregnancy Childbirth,869.4075,10,516,Buffalo Medical Group,Medicine,Buffalo Medical Group,2983.9546,US,healthcare,3055,Medicine
xsjdy3yz,Yasmin Elsayed,"Optimism/pessimism and health-related quality of life during pregnancy across three continents: a matched cohort study in China, Ghana, and the United States",cc-by,2009-09-01,BMC Pregnancy Childbirth,235.18361,4,29,Minia University,Genetics,Minia University,21549.402,EG,education,216838,Biology
tloaa3v1,Yasmin Elsayed,Is Generalized Maternal Optimism or Pessimism During Pregnancy Associated with Unplanned Cesarean Section Deliveries in China?,cc-by,2011-01-05,J Pregnancy,235.18361,4,29,Minia University,Genetics,Minia University,21549.402,EG,education,216838,Biology
d0eur1hq,Anthony R Fooks,Emerging Technologies for the Detection of Rabies Virus: Challenges and Hopes in the 21st Century,cc-by,2009-09-29,PLoS Negl Trop Dis,4024.6294,457,8041,Animal and Plant Health Agency,Biology,Animal and Plant Health Agency,15997.94,GB,government,63789,Biology
mx0lk0d8,Anthony R Fooks,Renewed Global Partnerships and Redesigned Roadmaps for Rabies Prevention and Control,no-cc,2011-06-01,Vet Med Int,4024.6294,457,8041,Animal and Plant Health Agency,Biology,Animal and Plant Health Agency,15997.94,GB,government,63789,Biology
gznn3slm,Anthony R Fooks,Diversity and Epidemiology of Mokola Virus,cc-by,2013-10-24,PLoS Negl Trop Dis,4024.6294,457,8041,Animal and Plant Health Agency,Biology,Animal and Plant Health Agency,15997.94,GB,government,63789,Biology
d0eur1hq,Nicholas Johnson,Emerging Technologies for the Detection of Rabies Virus: Challenges and Hopes in the 21st Century,cc-by,2009-09-29,PLoS Negl Trop Dis,2197.7302,238,4915,Animal and Plant Health Agency,Biology,Animal and Plant Health Agency,15997.94,GB,government,63789,Biology
d0eur1hq,Akbar Dastjerdi,Emerging Technologies for the Detection of Rabies Virus: Challenges and Hopes in the 21st Century,cc-by,2009-09-29,PLoS Negl Trop Dis,1252.393,63,703,Animal and Plant Health Agency,Biology,Animal and Plant Health Agency,15997.94,GB,government,63789,Biology
d0eur1hq,Robin A Weiss,Emerging Technologies for the Detection of Rabies Virus: Challenges and Hopes in the 21st Century,cc-by,2009-09-29,PLoS Negl Trop Dis,5468.671,369,22802,University College London,Biology,University College London,158951.64,GB,education,17142561,Biology
d0eur1hq,Robin A Weiss,Emerging Technologies for the Detection of Rabies Virus: Challenges and Hopes in the 21st Century,cc-by,2009-09-29,PLoS Negl Trop Dis,5468.671,369,22802,University College London,Biology,University College London,158951.64,GB,education,17142561,Biology
d08buwtu,Robin A Weiss,Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,cc-by,2010-01-20,PLoS One,5468.671,369,22802,University College London,Biology,University College London,158951.64,GB,education,17142561,Biology
d08buwtu,Robin A Weiss,Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,cc-by,2010-01-20,PLoS One,5468.671,369,22802,University College London,Biology,University College London,158951.64,GB,education,17142561,Biology
0ybn2igj,Lynn B Myers,"Initial psychological responses to Influenza A, H1N1 (""Swine flu"")",cc-by,2009-10-06,BMC Infect Dis,1844.3986,76,2229,University College London,Psychology,University College London,158951.64,GB,education,17142561,Biology
54f3q2o5,Robin H Johns,Successful treatment of HIV-associated multicentric Castleman's disease and multiple organ failure with rituximab and supportive care: a case report,cc-by,2010-01-30,J Med Case Reports,661.8647,10,266,University College London,Medicine,University College London,158951.64,GB,education,17142561,Biology
54f3q2o5,Peter G Isaacson,Successful treatment of HIV-associated multicentric Castleman's disease and multiple organ failure with rituximab and supportive care: a case report,cc-by,2010-01-30,J Med Case Reports,4576.5493,220,13467,University College London,Medicine,University College London,158951.64,GB,education,17142561,Biology
f0vud3gu,Nicholas J Negovetich,Ducks: The “Trojan Horses” of H5N1 influenza,no-cc,2009-05-31,Influenza Other Respir Viruses,1638.0925,25,1046,Angelo State University,Biology,Angelo State University,5726.168,US,education,11393,Biology
j6q2q0ko,Nicholas J Negovetich,Live Bird Markets of Bangladesh: H9N2 Viruses and the Near Absence of Highly Pathogenic H5N1 Influenza,cc-by,2011-04-26,PLoS One,1638.0925,25,1046,Angelo State University,Biology,Angelo State University,5726.168,US,education,11393,Biology
ujgcsx3o,Maxim A Khasnatinov,Non-Hemagglutinating Flaviviruses: Molecular Mechanisms for the Emergence of New Strains via Adaptation to European Ticks,cc-by,2009-10-05,PLoS One,52.414474,1,1,Scientific Center of Family Health Problems and Human Reproduction,Ecology,Scientific Center of Family Health Problems and Human Reproduction,6229.3955,RU,facility,5587,Biology
ujgcsx3o,Katarina Ustanikova,Non-Hemagglutinating Flaviviruses: Molecular Mechanisms for the Emergence of New Strains via Adaptation to European Ticks,cc-by,2009-10-05,PLoS One,478.004,4,71,Slovak Academy of Sciences,Ecology,Slovak Academy of Sciences,54443.15,SK,government,1069524,Chemistry
ujgcsx3o,Milan Labuda,Non-Hemagglutinating Flaviviruses: Molecular Mechanisms for the Emergence of New Strains via Adaptation to European Ticks,cc-by,2009-10-05,PLoS One,2343.5237,79,2591,Slovak Academy of Sciences,Medicine,Slovak Academy of Sciences,54443.15,SK,government,1069524,Chemistry
ujgcsx3o,Elena Eleckova,Non-Hemagglutinating Flaviviruses: Molecular Mechanisms for the Emergence of New Strains via Adaptation to European Ticks,cc-by,2009-10-05,PLoS One,989.16656,5,376,Slovak Academy of Sciences,Ecology,Slovak Academy of Sciences,54443.15,SK,government,1069524,Chemistry
dc7fn26s,Zuzana Staneková,Conserved epitopes of influenza A virus inducing protective immunity and their prospects for universal vaccine development,cc-by,2010-11-30,Virol J,781.9563,5,195,Slovak Academy of Sciences,Vaccination,Slovak Academy of Sciences,54443.15,SK,government,1069524,Chemistry
ujgcsx3o,Tatiana V Frolova,Non-Hemagglutinating Flaviviruses: Molecular Mechanisms for the Emergence of New Strains via Adaptation to European Ticks,cc-by,2009-10-05,PLoS One,385.4672,4,76,Institute of Cytology and Genetics,Biochemistry,Institute of Cytology and Genetics,19240.8,RU,facility,101242,Biology
ujgcsx3o,Vanda V Pogodina,Non-Hemagglutinating Flaviviruses: Molecular Mechanisms for the Emergence of New Strains via Adaptation to European Ticks,cc-by,2009-10-05,PLoS One,337.75684,1,40,Chumakov Institute of Poliomyelitis and Viral Encephalitides,Mutagenesis,Chumakov Institute of Poliomyelitis and Viral Encephalitides,18505.62,RU,facility,31814,Biology
ujgcsx3o,Nadezshda G Bochkova,Non-Hemagglutinating Flaviviruses: Molecular Mechanisms for the Emergence of New Strains via Adaptation to European Ticks,cc-by,2009-10-05,PLoS One,402.29755,1,40,Chumakov Institute of Poliomyelitis and Viral Encephalitides,Mutagenesis,Chumakov Institute of Poliomyelitis and Viral Encephalitides,18505.62,RU,facility,31814,Biology
ujgcsx3o,Ludmila S Levina,Non-Hemagglutinating Flaviviruses: Molecular Mechanisms for the Emergence of New Strains via Adaptation to European Ticks,cc-by,2009-10-05,PLoS One,294.09616,1,40,Chumakov Institute of Poliomyelitis and Viral Encephalitides,Mutagenesis,Chumakov Institute of Poliomyelitis and Viral Encephalitides,18505.62,RU,facility,31814,Biology
3qxun84i,N L Müller,Diagnosis and management of drug-associated interstitial lung disease,no-cc,2004-08-31,Br J Cancer,474.59033,2,251,Vancouver General Hospital,Radiography,Vancouver General Hospital,33242.56,CA,healthcare,394157,Medicine
3qxun84i,D A White,Diagnosis and management of drug-associated interstitial lung disease,no-cc,2004-08-31,Br J Cancer,1138.6561,28,1685,Edith Cowan University,Ecology,Edith Cowan University,55445.395,AU,education,575711,Biology
kxtdv6q9,Simon Hohenester,Primary biliary cirrhosis,no-cc,2009-07-15,Semin Immunopathol,1944.4156,76,1767,LMU Klinikum,Medicine,LMU Klinikum,29696.791,DE,healthcare,210423,Medicine
vrd89yk0,Marco Severgnini,ORMA: a tool for identification of species-specific variations in 16S rRNA gene and oligonucleotides design,cc-by-nc,2009-06-16,Nucleic Acids Res,3028.6926,123,4390,Institute of Biomedical Technologies,Biology,Institute of Biomedical Technologies,10598.443,IT,facility,60058,Biology
vrd89yk0,Clarissa Consolandi,ORMA: a tool for identification of species-specific variations in 16S rRNA gene and oligonucleotides design,cc-by-nc,2009-06-16,Nucleic Acids Res,3042.7732,67,3181,Institute of Biomedical Technologies,Biology,Institute of Biomedical Technologies,10598.443,IT,facility,60058,Biology
vrd89yk0,Gianluca De Bellis,ORMA: a tool for identification of species-specific variations in 16S rRNA gene and oligonucleotides design,cc-by-nc,2009-06-16,Nucleic Acids Res,4311.829,121,8156,Institute of Biomedical Technologies,Biology,Institute of Biomedical Technologies,10598.443,IT,facility,60058,Biology
vrd89yk0,Giada Caredda,ORMA: a tool for identification of species-specific variations in 16S rRNA gene and oligonucleotides design,cc-by-nc,2009-06-16,Nucleic Acids Res,488.2182,10,77,University of Milan,Biochemistry,University of Milan,144483.61,IT,education,9692536,Biology
0ybn2igj,Shamsul Haque,"Initial psychological responses to Influenza A, H1N1 (""Swine flu"")",cc-by,2009-10-06,BMC Infect Dis,2149.959,86,2164,Monash University Malaysia,Biology,Monash University Malaysia,32075.467,MY,education,290862,Biology
duwfxeyt,Tomasz Dzieciątkowski,Prevalence of human herpesvirus 6 antibodies and DNA in allogeneic stem cell transplant patients: two-year single centre experience,no-cc,2008-05-30,Arch Immunol Ther Exp (Warsz),1059.3715,62,393,Medical University of Warsaw,Medicine,Medical University of Warsaw,39042.316,PL,education,733139,Medicine
duwfxeyt,Maciej Przybylski,Prevalence of human herpesvirus 6 antibodies and DNA in allogeneic stem cell transplant patients: two-year single centre experience,no-cc,2008-05-30,Arch Immunol Ther Exp (Warsz),629.81934,68,185,Medical University of Warsaw,Medicine,Medical University of Warsaw,39042.316,PL,education,733139,Medicine
duwfxeyt,Tigran Torosian,Prevalence of human herpesvirus 6 antibodies and DNA in allogeneic stem cell transplant patients: two-year single centre experience,no-cc,2008-05-30,Arch Immunol Ther Exp (Warsz),872.2091,43,240,Medical University of Warsaw,Medicine,Medical University of Warsaw,39042.316,PL,education,733139,Medicine
duwfxeyt,Agnieszka Tomaszewska,Prevalence of human herpesvirus 6 antibodies and DNA in allogeneic stem cell transplant patients: two-year single centre experience,no-cc,2008-05-30,Arch Immunol Ther Exp (Warsz),1132.4248,93,624,Medical University of Warsaw,Medicine,Medical University of Warsaw,39042.316,PL,education,733139,Medicine
duwfxeyt,Mirosław Łuczak,Prevalence of human herpesvirus 6 antibodies and DNA in allogeneic stem cell transplant patients: two-year single centre experience,no-cc,2008-05-30,Arch Immunol Ther Exp (Warsz),963.8461,47,379,Medical University of Warsaw,Genetics,Medical University of Warsaw,39042.316,PL,education,733139,Medicine
uvf5qzfd,Rachael Kenworthy,Short-hairpin RNAs delivered by lentiviral vector transduction trigger RIG-I-mediated IFN activation,cc-by-nc,2009-09-03,Nucleic Acids Res,866.5744,6,337,Florida State University,Genetics,Florida State University,88055.266,US,education,4708522,Biology
uvf5qzfd,Fanxiu Zhu,Short-hairpin RNAs delivered by lentiviral vector transduction trigger RIG-I-mediated IFN activation,cc-by-nc,2009-09-03,Nucleic Acids Res,1981.5634,60,1956,Florida State University,Genetics,Florida State University,88055.266,US,education,4708522,Biology
uvf5qzfd,Hengli Tang,Short-hairpin RNAs delivered by lentiviral vector transduction trigger RIG-I-mediated IFN activation,cc-by-nc,2009-09-03,Nucleic Acids Res,3034.3887,80,4795,Florida State University,Biology,Florida State University,88055.266,US,education,4708522,Biology
782iew86,M Baba,"Human bocaviruses are highly diverse, dispersed, recombination prone, and prevalent enteric infections",bronze-oa,2010-06-01,The Journal of Infectious Diseases,577.58,1,421,Florida State University,Nuclear magnetic resonance,Florida State University,88055.266,US,education,4708522,Biology
uvf5qzfd,Diana Lambert,Short-hairpin RNAs delivered by lentiviral vector transduction trigger RIG-I-mediated IFN activation,cc-by-nc,2009-09-03,Nucleic Acids Res,515.76416,5,210,University of Kansas,Genetics,University of Kansas,76962.99,US,education,4421434,Biology
uvf5qzfd,Zihong Chen,Short-hairpin RNAs delivered by lentiviral vector transduction trigger RIG-I-mediated IFN activation,cc-by-nc,2009-09-03,Nucleic Acids Res,1153.7661,5,878,University of Tennessee Health Science Center,Genetics,University of Tennessee Health Science Center,84061.89,US,education,2549848,Medicine
o2kzb94o,Maria Gomes-Solecki,Immune Response to Lactobacillus plantarum Expressing Borrelia burgdorferi OspA Is Modulated by the Lipid Modification of the Antigen,cc-by,2010-06-18,PLoS One,1307.5039,56,750,University of Tennessee Health Science Center,Medicine,University of Tennessee Health Science Center,84061.89,US,education,2549848,Medicine
m4sp9sjn,Natalia Makarova,HIV Antigen Incorporation within Adenovirus Hexon Hypervariable 2 for a Novel HIV Vaccine Approach,cc-by,2010-07-27,PLoS One,1251.0801,17,959,University of Tennessee Health Science Center,Genetics,University of Tennessee Health Science Center,84061.89,US,education,2549848,Medicine
